414/89,020 TIM m,Text,414/89,11/10/1989,,,000-099,,Available,,,,,IDR,,,,Membina Perpustakaan Sekolah
04,780,Text,04,`,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Musik Buku Guru SMP
-,780,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Kerajinan Tangan & Kesenian Seni Musik 1
0573,726.1,Text,0573,-,,,700-799,,Available,,,,,IDR,,,,Mengenal candi
142,745.5,Text,142,29 Mei 1995,,,700-799,,Available,,,,,IDR,,,,Kerajinan Rotan
2146,746,Text,2146,,,,700-799,,Available,,,,,IDR,,,,Pelajaran Tata Busana Untuk Kelas 1 SLTP
-,742,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Seni Menggambar SLTP Kelas 2
277,751.2,Text,277,16 Desember 1998,,,700-799,,Available,,,,,IDR,,,,Mengenal Alat Dan Bahan Seni Lukis
0283,700,Text,0283,12-Nov-84,,,700-799,,Available,,,,,IDR,,,,Seni panggung
0264,780,Text,0264,1-Apr-85,,,700-799,,Available,,,,,IDR,,,,Kerajinan Anyaman Rotan
,722.7,Text,,,,,700-799,,Available,,,,,IDR,,,,Kastil
-,782.4,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Aneka langgam Dan Keroncong
2417,780,Text,2417,8 Februari 1996,,,700-799,,Available,,,,,IDR,,,,Saya Dapat Menyanyi : Teori Seni Musik 2
4628,782.4,Text,4628,12 Julin2008,,,700-799,,Available,,,,,IDR,,,,lagu-Lagu Untuk Sekolah Dasar Dan Lanjutan I lagu Wajib
-,782.4,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Senandung Riang
3082,780,Text,3082,2 januari 2002,,,700-799,,Available,,,,,IDR,,,,Menjadi Dirigen I : Teknik Memberi Aba-Aba
1120,780,Text,1120,26 Agustus 1993,,,700-799,,Available,,,,,IDR,,,,Menjadi Diregen III Edisi revisi
-,780,Text,-,,,,700-799,,Available,,,,,IDR,,,,Belajar Membaca & Menulis NOT BALOK
0676,780,Text,0676,-,,,700-799,,Available,,,,,IDR,,,,Lagu POP Nostalgia
-,782.4,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Kumpulan Nyanyian Untuk SMP 1
03,792,Text,03,10-Apr-91,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni tari
1390,740,Text,1390,28 Juli 1992,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa  Untuk SMP 1
1391,740,Text,1391,28 Juli 1992,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa  Untuk SMP 2
1392,740,Text,1392,28 Juli 1992,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa  Untuk SMP 3
2147,700,Text,2147,2 Agustus 1995,,,700-799,,Available,,,,,IDR,,,,Kerajinan Tangan Dan Kesenian 1
-,740,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Seni Rupa Untuk SLTP Kelas 1
1086,740,Text,1086,2-Apr-91,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa Untuk SMP 2
1087,740,Text,1087,2-Apr-91,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa Untuk SMP
1163,740,Text,1163,11 Juni 1991,,,700-799,,Available,,,,,IDR,,,,Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 1
1164,740,Text,1164,11 Juni 1991,,,700-799,,Available,,,,,IDR,,,,Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 2
-,740,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 3
-,740,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Seni Rupa 1 Untuk Kelas 1 SMP
1889,750,Text,1889,24 Agustus 1994,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Rupa Untuk SMP
-,796.3,Text,-,,,,700-799,,Available,,,,,IDR,,,,Pendidikan Jasmani & Kesehatan Untuk kelas 2 SLTP2
2513,700,Text,2513,30-Nov-96,,,700-799,,Available,,,,,IDR,,,,Kerajinan tangan Kesenian SLTP 3
-,700,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Kerajinan Tangan Dan Kesenian 3A
2514,700,Text,2514,30-Nov-96,,,700-799,,Available,,,,,IDR,,,,Kerajinan tangan Seni Rupa SLTP 3
-,724,Text,-,22 Mei 2006,,,700-799,,Available,,,,,IDR,,,,Sinar X Mengenai bangunan Besar Dari Zaman Modern
4700,745.5,Text,4700,2 Juli 2008,,,700-799,,Available,,,,,IDR,,,,Boneka Kertas Aneka Gaya
3893,720,Text,3893,22 Mei 2006,,,700-799,,Available,,,,,IDR,,,,Sinar X Mengenai bangunan Besar Dari Zaman Dahulu
4360,790,Reference,4360,2-Nov-07,,,700-799,,Available,,,,,IDR,,,,"Tanya & Jawab Ensiklopedia Seni, Olahraga & Hiburan"
3969,740,Text,3969,25 Juli 2006,,,700-799,,Available,,,,,IDR,,,,Aneka Anyaman Bambu
4699,745.5,Text,4699,2 Juli 2008,,,700-799,,Available,,,,,IDR,,,,Kreasi Kwretas Nuansa Hari Istimewa
4497,790.1,Text,4497,8 mei 2008,,,700-799,,Available,,,,,IDR,,,,Fun Game 50 Permainan 
3908,701.1,Text,3908,9 Juli 2006,,,700-799,,Available,,,,,IDR,,,,Estetika Sebuah Pengantar
326,791.5,Text,326,19 Desember 2006,,,700-799,,Available,,,,,IDR,,,,Kisah Dinasti Bharata  Leluhur Dan Masa Muda Pandawa Kurawa
327,791.5,Text,327,19 Desember 2006,,,700-799,,Available,,,,,IDR,,,,Kisah Dinasti Bharata 2
328,791.5,Text,328,19 Desember 2006,,,700-799,,Available,,,,,IDR,,,,Kisah Dinasti Bharata 3
329,791.5,Text,329,19 Desember 2006,,,700-799,,Available,,,,,IDR,,,,Kisah Dinasti Bharata 4
330,791.5,Text,330,19 Desember 2006,,,700-799,,Available,,,,,IDR,,,,Kisah Dinasti Bharata 5
6951,745.5,Text,6951,25-Sep-18,,,700-799,,Available,,,,,IDR,,,,Aneka Kreasi Anyaman Rotan
6950,745,Text,6950,25-Sep-18,,,700-799,,Available,,,,,IDR,,,,Aneka Kreasi Pola Rajut
1137,785,Text,1137,14 Mei 1991,,,700-799,,Available,,,,,IDR,,,,Classic Guitar Course..1
0847,745.5,Text,0847,2 Agustus 1988,,,700-799,,Available,,,,,IDR,,,,Ketrampilan Tripleks 1
0183,745.5,Text,0183,29 Oktober 1984,,,700-799,,Available,,,,,IDR,,,,Kerajinan dari Tripleks
4414,725.8,Text,4414,17-Nov-08,,,700-799,,Available,,,,,IDR,,,,Stadion Olahraga
4255,796.3,Text,4255,28 Juli 2007,,,700-799,,Available,,,,,IDR,,,,Dasar-dasar Permainan Futsal
2419,780,Text,2419,8 Februari 1996,,,700-799,,Available,,,,,IDR,,,,Saya Dapat Menyanyi  Teori Seni Suara III
4754,746,Text,4754,24 Juni 2008,,,700-799,,Available,,,,,IDR,,,,Fisika Batik
7109,710,Text,7109,11-Sep-19,,,700-799,,Available,,,,,IDR,,,,manipulasi Foto Kreatif
7306,745,Text,7306,28 Oktober2020,,,700-799,,Available,,,,,IDR,,,,The Pillow Book
3713,746.4,Text,3713,7 Oktober 2005,,,700-799,,Available,,,,,IDR,,,,The Knot HandBook
7145,770,Text,7145,26 Oktober 2019,,,700-799,,Available,,,,,IDR,,,,Fotografi Potret
-,781.8,Text,-,-,,,700-799,,Available,,,,,IDR,,,,Lagu-Lagu Untuk Sekolah lanjutan IIIB
4860,793.8,Text,4860,12 Agustus 2008,,,700-799,,Available,,,,,IDR,,,,Permainan Anak-Anak Daerah Lampung
7103,796.3,Text,7103,11-Sep-19,,,700-799,,Available,,,,,IDR,,,,Brazillian Football And Their Enemies
1047,700,Text,1047,17 Juli 1989,,,700-799,,Available,,,,,IDR,,,,Evaluasi Pendidikan OlahRaga Dan Kesehatan Untuk SMP 3
4393,780,Text,4393,-,,,700-799,,Available,,,,,IDR,,,,Warta Musik
1047,700,Text,1047,19 Februari 1997,,,700-799,,Available,,,,,IDR,,,,Pengetahuan Olah raga
4355,702,Text,4355,2-Nov-07,,,700-799,,Available,,,,,IDR,,,,Menjelajahi Dan Mempelajari Era Bangsa-bangsa Di Dunia
4507,758,Text,4507,18 Februari 2009,,,700-799,,Available,,,,,IDR,,,,Melukis Dengan Cat Air
5549,778,Text,5549,3 Maret 2011,,,700-799,,Available,,,,,IDR,,,,Mari Membuat Film Edisi Kedua
7221,745.5,Text,7221,5 Agustus 2020,,,700-799,,Available,,,,,IDR,,,,Kreasi Cantik  Kulit Imitasi
4884,741.3,Text,4884,12 Agustus 2008,,,700-799,,Available,,,,,IDR,,,,WR. SUPRATMAN
4900,725,Text,4900,4 Desember 2009,,,700-799,,Available,,,,,IDR,,,,Untuk Apakah Kastil Itu ?
7550,793.7,Text,7550,21 Februsri 2022,,,700-799,,Available,,,,,IDR,,,,Bermain Sambil Berpikir 3
7768,701.53,Text,7768,25 Agustus 2023,,,700-799,,Available,,,,,IDR,,,,Wayang Sebagai Akulturasi Budaya Yang Asik
0382,796,Text,0382,23 Juli 1986,,,700-799,,Available,,,,,IDR,,,,OlahRaga Teknik & Program Latihan
292,292,Text,292,6 Desember 1999,,,700-799,,Available,,,,,IDR,,,,Teka-Teki Petualangan Dr. Ecco
01,792,Text,01,10-Apr-91,,,700-799,,Available,,,,,IDR,,,,Pendidikan Seni Teater Buku Guru SMP
7927,796.44,Text,7927,19-Sep-24,,,700-799,,Available,,,,,IDR,,,,Bidik P5 Proyek Penguatan Profil Pelajar Pancasila Untuk SMP/MTs Kelas IX : Bangunlah Jiwa Dan Raganya
7066,790,Text,7066,6 Agustus 2019,,,700-799,,Available,,,,,IDR,,,,Jalan-Jalan K-POP
4326,783,Text,4326,29 Oktober 2007,,,700-799,,Available,,,,,IDR,,,,Menjadi Dirigen II: Membina Paduam Suara
,,Text,,29-Sep-07,,,700-799,,Available,,,,,IDR,,,,Kambanglah Bungo
3646,812,Text,3646,27 Oktober 2004,,,800-899,,Available,,,,,IDR,,,,Terampil Bermain Drama
4655,811,Text,4655,2 Juli 2008,,,800-899,,Available,,,,,IDR,,,,Kebijakan Dalam 1001 Pantun
0959,811,Text,0959,22-Apr-89,,,800-899,,Available,,,,,IDR,,,,Puisi Dan Metodologi Pengajaraanya
2739,890,Text,2739,25 Februari 2000,,,800-899,,Available,,,,,IDR,,,,Trilogi Hikmah Abadi
3928,808.5,Text,3928,13 Juli 2006,,,800-899,,Available,,,,,IDR,,,,100 cara Mudah Agar Diskusi Meriah
3612,817,Text,3612,27 Oktober 2004,,,800-899,,Available,,,,,IDR,,,,Komedi Indonesia Tahun 2000 Plus
5239,809,Text,5239,1-Sep-10,,,800-899,,Available,,,,,IDR,,,,Cintai Wanita Dari hatinya …
7059,800,Text,7059,5 Agustus 2019,,,800-899,,Available,,,,,IDR,,,,K-POP Salah gaul
3826,811,Text,3826,5 Agustus 2019,,,800-899,,Available,,,,,IDR,,,,bahasa Estetika Postmodernrisme
6990,802.02,Text,6990,11-Apr-06,,,800-899,,Available,,,,,IDR,,,,Jadi Penulis Fiksi ? Gampang Kog!
4114,808.02,Text,4114,10-Nov-18,,,800-899,,Available,,,,,IDR,,,,First Step To Be A Writer
4691,808.2,Text,4691,6 Maret 2007,,,800-899,,Available,,,,,IDR,,,,membangun Tokoh
7143,814,Text,7143,2 Juli 2008,,,800-899,,Available,,,,,IDR,,,,Sudut Istana
7527,808.1,Text,7527,26 Oktober 2019,,,800-899,,Available,,,,,IDR,,,,Mari membaca Syair
6353,809,Text,6353,23 Desember 2021,,,800-899,,Available,,,,,IDR,,,,I Survived Because My Life Is So Precious
3637,811,Text,3637,3-Nov-14,,,800-899,,Available,,,,,IDR,,,,Apresiasi Puisi Remaja 
4680,810,Text,4680,27 Oktober 2004,,,800-899,,Available,,,,,IDR,,,,Sastra Indonesia Lengkap 
2821,813,Text,2821,5 Juni 2009,,,800-899,,Available,,,,,IDR,,,,Penembak Misterius
5431,810,Text,5431,15-Sep-00,,,800-899,,Available,,,,,IDR,,,,Layla Majnun Roman Cinta Paling Populer & Abadi
2882,809,Text,2882,28 Oktober 2010,,,800-899,,Available,,,,,IDR,,,,Kado Istimewa
5296,818,Text,5296,16 Maret 2004,,,800-899,,Available,,,,,IDR,,,,Filosofi Kopi
281,811,Text,281,27-Sep-10,,,800-899,,Available,,,,,IDR,,,,Kastalia
6965,808,Text,6965,16 Desember 1999,,,800-899,,Available,,,,,IDR,,,,Wayang Inderaloka Jatayu
3649,815,Text,3649,31 Oktober 2018,,,800-899,,Available,,,,,IDR,,,,Terampil Pidato
6989,809,Text,6989,27 Oktober 2004,,,800-899,,Available,,,,,IDR,,,,"Yuk, Menulis! Diary,Puisi, & Cerita Fiksi"
4576,813,Text,4576,10-Nov-18,,,800-899,,Available,,,,,IDR,,,,20 Cerpen Indonesia terbaik 2009
6108,811,Text,6108,13-Apr-09,,,800-899,,Available,,,,,IDR,,,,Doa Untuk Anak Cucu
4756,812,Text,4756,30-Sep-13,,,800-899,,Available,,,,,IDR,,,,50 Ide Drama Untuk Memeriahkan Berbagai Acara
2893,808.1,Text,2893,24 Juni 2009,,,800-899,,Available,,,,,IDR,,,,Teori Dan Apresiasi Pyuisi
1495,810,Text,1495,21 Maret 2001,,,800-899,,Available,,,,,IDR,,,,Ringkasan Dan Ulasan Novel Indonesia Modern
051,813,Text,051,17-Nov-92,,,800-899,,Available,,,,,IDR,,,,Olenka 
4506,811,Text,4506,1-Sep-85,,,800-899,,Available,,,,,IDR,,,,Jantung Lebah ratu
0335,809,Text,0335,8 Maret 2008,,,800-899,,Available,,,,,IDR,,,,Pengarang Indonesia Dan Duniannya
4368,808.8,Text,4368,1-Apr-85,,,800-899,,Available,,,,,IDR,,,,Ramalan jayabaya (Bagian akhir)
2746,813,Text,2746,6-Nov-08,,,800-899,,Available,,,,,IDR,,,,Percobaan SETIA
2218,811,Text,2218,25 Februari 2000,,,800-899,,Available,,,,,IDR,,,,Setanggi Timur 
3198,814,Text,3198,2-Sep-95,,,800-899,,Available,,,,,IDR,,,,Regol Megal Megol
068,819,Text,068,24-Apr-02,,,800-899,,Available,,,,,IDR,,,,Cindur Mata
2209,811,Text,2209,29 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Bhagawad-Gita
359,808,Text,359,2-Sep-95,,,800-899,,Available,,,,,IDR,,,,Membaca Dan Menilai Sastra
3718,808,Text,3718,1-Apr-85,,,800-899,,Available,,,,,IDR,,,,Pada Sebuah Beranda 
4817,811,Text,4817,7 OKTOBER 2003,,,800-899,,Available,,,,,IDR,,,,Sang Kekasih
5236,809,Text,5236,12 Juli 2008,,,800-899,,Available,,,,,IDR,,,,Sayap-Sayap Patah
1994,811,Text,1994,1-Sep-10,,,800-899,,Available,,,,,IDR,,,,Rindu Kelana
-,802,Text,-,22-Nov-94,,,800-899,,Available,,,,,IDR,,,,Iwan Simatupang Pembaharu Sastra Indonesia
6839,805,Text,6839,23 Juli 1986,,,800-899,,Available,,,,,IDR,,,,Pranata mangsa Seri Lawasan
0845,800,Text,0845,17 Juli 2017,,,800-899,,Available,,,,,IDR,,,,Pengantar Ilmu Sastra
110,813,Text,110,2 Agustus 1988,,,800-899,,Available,,,,,IDR,,,,Di Persimpangan Jalan 
4683,811,Text,4683,20-Sep-88,,,800-899,,Available,,,,,IDR,,,,Aku Ini Binatang Jalang
2829,811,Text,2829,2 Juli 2008,,,800-899,,Available,,,,,IDR,,,,Deru Campur Debu
076,811,Text,076,15-Sep-00,,,800-899,,Available,,,,,IDR,,,,Kerikil Tajan dan Yang Terampas dan Yang Putus
071,808.1,Text,071,1-Sep-86,,,800-899,,Available,,,,,IDR,,,,Chairil Anwar Pelopor Angkatan 45
814,811,Text,814,29 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Ballada Orang-Orang Tercinta
813,811,Text,813,23 Oktober 1990,,,800-899,,Available,,,,,IDR,,,,Sajak-Sajak Sepatu Tua
1277,813,Text,1277,23 Oktober 1990,,,800-899,,Available,,,,,IDR,,,,Langit Dan Bulan Sahabat Kami
1279,808.3,Text,1279,23 Oktober 1990,,,800-899,,Available,,,,,IDR,,,,Sebuah Lorong Di Kotaku
1276,88.3,Text,1276,11-Apr-92,,,800-899,,Available,,,,,IDR,,,,Padang Oilalang Di Belakang Rumah
2833,808.2,Text,2833,11-Apr-92,,,800-899,,Available,,,,,IDR,,,,Dag Dig Dug
3676,808.3,Text,3676,11-Apr-92,,,800-899,,Available,,,,,IDR,,,,Padamu Jua
458,808,Text,458,15-Sep-02,,,800-899,,Available,,,,,IDR,,,,Kumpulan Cerita Pendek
3619,817,Text,3619,11 Mei 2005,,,800-899,,Available,,,,,IDR,,,,Anang Bingking Orang Banjar
2702,813,Text,2702,30 Juni 1988,,,800-899,,Available,,,,,IDR,,,,Azab Dan sengsara
2001,811,Text,2001,27 Oktober 2004,,,800-899,,Available,,,,,IDR,,,,Buah Rindu
3743,813,Text,3743,7 Mei 1999,,,800-899,,Available,,,,,IDR,,,,STASIUN
0385,808.8,Text,0385,22-Nov-94,,,800-899,,Available,,,,,IDR,,,,Kesusasteraan Indonesia Di Masa Jepang
074,899,Text,074,7 OKTOBER 2005,,,800-899,,Available,,,,,IDR,,,,Sastra Nusantara
077,802,Text,077,23 Juli 1986,,,800-899,,Available,,,,,IDR,,,,Roman Dalam Masa Kesussasteraan Indonesia Modern
-,800,Text,-,30 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Indonesia dan Belanda Dalam Sastra: Kian Kemari 
3698,813,Text,3698,11-Sep-86,,,800-899,,Available,,,,,IDR,,,,Si Kabayan Manusia  Lucu
3197,811,Text,3197,15-Sep-84,,,800-899,,Available,,,,,IDR,,,,Nyanyi Sunyi
132,813,Text,132,27 oktober 2004,,,800-899,,Available,,,,,IDR,,,,Hikayat Putri Penelope
2059,808.1,Text,2059,16 Mei 2002,,,800-899,,Available,,,,,IDR,,,,Sabah Nan Aluih
-,813,Text,-,17 Juli 1984,,,800-899,,Available,,,,,IDR,,,,Cinta Dan Kewajiban
459,813,Text,459,14 Maret 1995,,,800-899,,Available,,,,,IDR,,,,Kisah Dua Kota
028,813,Text,028,-,,,800-899,,Available,,,,,IDR,,,,Kalau Tak Untung 
102,813,Text,102,3 Juni 1988,,,800-899,,Available,,,,,IDR,,,,Mekar Karena Memar
046,813,Text,046,17-Sep-84,,,800-899,,Available,,,,,IDR,,,,Berkelana Dalam Rimba
1341,813,Text,1341,20-Sep-88,,,800-899,,Available,,,,,IDR,,,,Sebuah Kejutan
106,813,Text,106,23 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,KERING
107,813,Text,107,17 Juli 1989,,,800-899,,Available,,,,,IDR,,,,Robohnya Surau Kami
003,810,Text,003,20-Sep-88,,,800-899,,Available,,,,,IDR,,,,Hikajat Kalilah Dan Dimnah
006,810,Text,006,20-Sep-88,,,800-899,,Available,,,,,IDR,,,,Keretakan Ketegangan 
100,813,Text,100,27 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Si jamin Dan Si Johan
2210,813,Text,2210,27 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Hulubalang Raja
-,810,Text,-,2 Agustus 1988,,,800-899,,Available,,,,,IDR,,,,La Hami
477,809.1,Text,477,2-Sep-95,,,800-899,,Available,,,,,IDR,,,,Priangan Si Jelita Sebuah Telaah
0942,800,Text,0942,6 Juni 1987,,,800-899,,Available,,,,,IDR,,,,Metode Pengajaran Sastra
0862,826,Text,0862,2 Januari 1987,,,800-899,,Available,,,,,IDR,,,,membuat Surat Inggris
139,810,Text,139,22-Nov-88,,,800-899,,Available,,,,,IDR,,,,Kesusastraan : Pengantar Teori & Sejarah
87,815,Text,87,7-Sep-88,,,800-899,,Available,,,,,IDR,,,,Contoh-Contoh Pidato Lengkap
3059,808.5,Text,3059,17 Juli 1989,,,800-899,,Available,,,,,IDR,,,,Retorika Praktis Teknik Dan Seni Berpidato
4354,808.5,Text,4354,17 Juli 1984,,,800-899,,Available,,,,,IDR,,,,Contoh-Contoh Teks Pidato & Pedoman Pembawa Acara
3895,808.5,Text,3895,19-Nov-01,,,800-899,,Available,,,,,IDR,,,,Contoh-Contoh Pidato 3 Bahasa
2831,808.5,Text,2831,27 oktober 2008,,,800-899,,Available,,,,,IDR,,,,Mengenal Teknik Berpidato Diskusi Dan MC
0484,819,Text,0484,6  Juli 2006,,,800-899,,Available,,,,,IDR,,,,Nayaka Lelana : Menteri Bergerilya
010,811,Text,010,15-Apr-00,,,800-899,,Available,,,,,IDR,,,,Tikus berpantun
-,813,Text,-,2 Januari 1987,,,800-899,,Available,,,,,IDR,,,,Tiga Petualang Cacad 2
022,808.3,Text,022,30 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Tiga Kota
093,811,Text,093,20 Maret 1985,,,800-899,,Available,,,,,IDR,,,,Terompah Usang Yang Tak Sudah Dijakit
036,813,Text,036,15-Sep-84,,,800-899,,Available,,,,,IDR,,,,Putra Budiman
001,810,Text,001,26 Juni 1987,,,800-899,,Available,,,,,IDR,,,,Hikayat Damawulan
141,807,Text,141,21-Nov-84,,,800-899,,Available,,,,,IDR,,,,Kesusastraan Indonesia
187,810,Text,187,30 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Salah Pilih
103,,Text,103,17 Juli 1989,,,800-899,,Available,,,,,IDR,,,,Atheis
120,810,Text,120,23-Apr-96,,,800-899,,Available,,,,,IDR,,,,Siti Nurbaya
5186,810,Text,5186,21-Sep-88,,,800-899,,Available,,,,,IDR,,,,Salah Asuhan
012,808.3,Text,012,17 Juli 1984,,,800-899,,Available,,,,,IDR,,,,Dari Ave Maria Ke Jalan Lain Ke Roma
064,,Text,064,15 Juni 2010,,,800-899,,Available,,,,,IDR,,,,Layar Terkembang
063,810,Text,063,30 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Dian Yang Tak Kunjung Padam
065,810,Text,065,29 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Anak Perawan Di Sarang Penyamun
019,813,Text,019,28 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Djalan Jang Tak Kundjung Datar
062,810,Text,062,29 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Tak Putus Dirundung Malang
5554,810,Text,5554,17-Sep-84,,,800-899,,Available,,,,,IDR,,,,Belenggu
088,811,Text,088,28 Agustus 1986,,,800-899,,Available,,,,,IDR,,,,Pahlawan Dalam Puisi
6179,813,Text,6179,3 Maret 2011,,,800-899,,Available,,,,,IDR,,,,Mengukir Masa Depan
124,,Text,124,14 Januari 1987,,,800-899,,Available,,,,,IDR,,,,Sukreni Gadis Bali
0413,,Text,0413,26 Februari 2014,,,800-899,,Available,,,,,IDR,,,,Di Selitar Sastra Indonesia
22,809,Text,22,17 Juli 1986,,,800-899,,Available,,,,,IDR,,,,Segi Sosiologis Novel Indonesia
032,810,Text,032,11-Sep-86,,,800-899,,Available,,,,,IDR,,,,Di Dalam Lembah Kehidupan
085,810,Text,085,28 Januari 1989,,,800-899,,Available,,,,,IDR,,,,Di Bawah Lindungan Ka'bah
2812,813,Text,2812,-,,,800-899,,Available,,,,,IDR,,,,Tenggelamnya Kapal Van Der Wijck
030,813,Text,030,9 Januari 1987,,,800-899,,Available,,,,,IDR,,,,Lukisan Dinding
-,813,Text,-,15-Sep-00,,,800-899,,Available,,,,,IDR,,,,Di Tengah Keluarga
083,813,Text,083,15-Sep-84,,,800-899,,Available,,,,,IDR,,,,Tiga Tenaga Raksasa
081,813,Text,081,30 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Surapati
-,810,Text,-,7 Januari 1987,,,800-899,,Available,,,,,IDR,,,,Hudjan Kepagian
026,813,Text,026,7 Januari 1987,,,800-899,,Available,,,,,IDR,,,,Pertempuran Dan Saldju Di Paris
-,813,Text,-,-,,,800-899,,Available,,,,,IDR,,,,Dunia Belum Kiamat
-,812,Text,-,27 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Domba-Domba Revolusi
095,817,Text,095,3-Sep-84,,,800-899,,Available,,,,,IDR,,,,Komedi Manusia
030,813,Text,030,20 maret 1985,,,800-899,,Available,,,,,IDR,,,,Nusatembini
6481,,Text,6481,7 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Daun Yang Jatuh Tak Pernah Membenci Angin
067,813,Text,067,8-Sep-84,,,800-899,,Available,,,,,IDR,,,,Katak Hendak Jadi Lembu
-,808.3,Text,-,25 Januari 2015,,,800-899,,Available,,,,,IDR,,,,Kisah Jerman Sepanjang Zaman (Modern)
-,808.3,Text,-,,,,800-899,,Available,,,,,IDR,,,,Kisah Jerman Sepanjang Zaman (Klasik)
132,813,Text,132,20 Maret 1985,,,800-899,,Available,,,,,IDR,,,,Menjelajah Negeri Skiptar 1
7440,818,Text,7440,20 Maret 1985,,,800-899,,Available,,,,,IDR,,,,Menapak Kehidupan Nan Panjang
3379,811,Text,3379,3-Nov-84,,,800-899,,Available,,,,,IDR,,,,Puisi Lama
3380,811,Text,3380,9 Maret 2021,,,800-899,,Available,,,,,IDR,,,,Puisi Baru
7163,811,Text,7163,8 Desember 2003,,,800-899,,Available,,,,,IDR,,,,Perihal Gendis
7305,811,Text,7305,8 Desember 2003,,,800-899,,Available,,,,,IDR,,,,Percikan Rindu 
6254,811,Text,6254,21 Desember 2019,,,800-899,,Available,,,,,IDR,,,,Pembatas Buku
037,817,Text,037,23 Oktober 2023,,,800-899,,Available,,,,,IDR,,,,Prahara
408,813,Text,408,15 Juli 2014,,,800-899,,Available,,,,,IDR,,,,Yang Terempas Dan Terkandas
2060,813,Text,2060,17-Sep-84,,,800-899,,Available,,,,,IDR,,,,Sengsara Membawa Nikmat
031,808,Text,031,20 Maret 1985,,,800-899,,Available,,,,,IDR,,,,BUNGLON
020,813,Text,020,14 Maret 1995,,,800-899,,Available,,,,,IDR,,,,Bunga Rumput Ditepi Jalan
2167,813,Text,2167,3-Sep-84,,,800-899,,Available,,,,,IDR,,,,Burung-Burung Rantau
7619,811,Text,7619,30 Agustus 1984,,,800-899,,Available,,,,,IDR,,,,Stay With You
7618,811,Text,7618,23 Agustus 1995,,,800-899,,Available,,,,,IDR,,,,Menghitung Jarak
7617,811,Text,7617,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Binar Fajar
7616,811,Text,7616,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Catatan Kepagian
7614,811,Text,7614,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Sajak Angin
7613,811,Text,7613,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Hikayat Kata-Kata
7594,811,Text,7594,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Puisi Harapan Baru
7592,811,Text,7592,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Hujan Itu Selalu Melukiskan Rindu
7593,811,Text,7593,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Rangkaian Asa Dalam 1002 Bait Albiyah
7595,811,Text,7595,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Taram Temaram
7596,,Text,7596,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Pelangi Di Ujung Senja
7597,811,Text,7597,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Sajak Untuk Ayah Tercinta
7598,811,Text,7598,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Sajak Untuk Ibu Tercinta
7600,811,Text,7600,26 Agustus 2022,,,800-899,,Available,,,,,IDR,,,,Sajak Untuk Ibu Tercinta
7601,811,Text,7601,8-Sep-22,,,800-899,,Available,,,,,IDR,,,,Kakawin Cincin
