title,gmd_name,edition,isbn_issn,publisher_name,publish_year,collation,series_title,call_number,language_name,place_name,classification,notes,image,sor,authors,topics
Bergembira Bersama 100 Permainan Rakyat,Text,,,Grasindo,2002,,,793.2,Indonesia,Jakarta,793.2,,,,Ladislaus Naisaban,
Puh Sarang Tempo Doloe & Di tahun 2000,Text,,,-,1999,,,726.5,Indonesia,-,726.5,,,,Mgr. J. Hadiwikarto,
PELASIR : Seri Tempat Besejarah,Text,,,PT. Elex Media Komputindo,2008,,,790.1,Indonesia,Jakarta,790.1,,,,"Hanny Muchtar darta, CEI,",
PELASIR : Seri Indahnya Alam ,Text,,,PT. Elex Media Komputindo,2008,,,790.1,Indonesia,Jakarta,790.1,,,,"Hanny Muchtar darta, CEI,",
BULU TANGKIS,Text,,,Cerdas Jaya,,,,796.34,Indonesia,,796.34,,,,"DRS. Marta Dinata, M.Pd.",
Kerajinan Eceng Gondok,Text,,,Kanisius,2005,,,745.5,Indonesia,Yogyakarta,745.5,,,,Ir. Anton Gerbono,
SEPAK BOLA,Text,,,PT. Elex Media Komputindo,-,,,796.33,Indonesia,Jakarta,796.33,,,,BA. Comic,
Cara Kerja kamera,Text,,,BPK Gunung Mulia,1977,,,771,Indonesia,Jakarta,771,,,,,
BERKISAH,Text,,,Dahara Publishing,,,,770,Indonesia,Semarang,770,,,,Prof. Dr. R.M. Soelarko,
Lagu - Lagu daerah Dan nasional,Text,,,Gramedia,2009,,,782.4,Indonesia,Jakarta,782.4,,,,N. Simanungkalit,
Clay Pajangan Lucu Dari Tepung Kue,Text,,,Tiara Aksa,2007,,,745.5,Indonesia,Surabaya,745.5,,,,Monica Harijati Hariboentoro,
memotret Dengan Kamera Digital  Untuk Pemula,Text,,,Kriya Pustaka,2013,,,771,Indonesia,Jakarta,771,,,,Atok Sugiarto,
Amazing 1 Serba-Serbi Foto Di Dunia,Text,,,,,,,770,Indonesia,,770,,,,Yosephin Handayianti,
Batik Nusantara,Text,,,Andi,2011,,,746.6,Indonesia,Yogyakarta,746.6,,,,Ari Wulandari,
Air Brush Make Up,Text,,,Gramedia,2011,,,743.4,Indonesia,Jakarta,743.4,,,,Chenny Han,
Inspirasi Kreatif Dari Bahan Bekas,Text,,,Andi,2012,,,745.5,Indonesia,Yogyakarta,745.5,,,,Astri Damayanti,
Kreatif Dengan Tas Kresek,Text,,,Andi,2012,,,745.5,Indonesia,Yogyakarta,745.5,,,,Dewi Agustina,
Basic Mode & Skala Melodi Gitar Berdasarkan Akor,Text,,,Andi,2013,,,787,Indonesia,Yogyakarta,787,,,,Bayu Satya D.S.,
Kreasi Kertas Bekas Cantik & Layak Jual,Text,,,Andi,2012,,,745.5,Indonesia,Yogyakarta,745.5,,,,Dewi Agustina,
dasar Fotografi: cara Cepat Memahami Fotografi,Text,,,Andi,2017,,,770.2,Indonesia,Yogyakarta,770.2,,,,Teguh Setiadi,
Indonesia Yang Kucinta,Text,,,Penyebar Musik Indonesia,1976,,,782.4,Indonesia,Yogyakarta,782.4,,,,M. Pardosi Siagian,
Kastil,Text,,,Quality Press,1997,,,722,Indonesia,Jakarta,722,,,,Miriam Moss,
Permainan Perjalanan,Text,,,,,,,793.7,Indonesia,,793.7,,,,Dietmar M. Wosler,
Di Balik Layar Laskar Pelangi,Text,,,Bentang,2008,,,778.53,Indonesia,Yogyakarta,778.53,,,,Rita Trianan Budiarti,
BOLA BASKET : Taktik Menyerang & Teknik Bertahan,Text,,,Dahara Prize,1997,,,796.33,Indonesia,Semarang,796.33,,,,Frank MC Guire,
Kitab Fotografi Edisi Praktis Untuk Pemula Orang & Awam,Text,,,Prima,2015,,,770.1,Indonesia,Jakarta,770.1,,,,Rangga Aditiawan,
Saibs Dalam Sulap,Text,,,Pakar Raya,2005,,,793.8,Indonesia,Bandung,793.8,,,,Jim Wiese,
BASKET,Text,,,PT. Elex Media Komputindo,-,,,796.32,Indonesia,Jakarta,796.32,,,,BA. Comic,
Pendidikan Seni Musik SLTP Kelas 1,Text,,,Erlangga,1994,,,780,Indonesia,Jakarta,780,,,,Ronald Pohan,
Seni Musik Untuk SMP Jilid 21,Text,,,Intan ,1982,,,780,Indonesia,Klaten,780,,,,"Y. Subakdhi, B.A.",
Seni Musik Untuk SMP Jilid 2 ,Text,,,Intan ,1982,,,780,Indonesia,Klaten,780,,,,"Y. Subakdhi, B.A.",
Seni Musik ,Text,,,FA. Marfiah,1982,,,780,Indonesia,Surabaya,780,,,,A. Idjono dkk,
Seni Musik 1 Untuk Kelas 1 SMP,Text,,,Intan ,1992,,,780,Indonesia,Solo,780,,,,TIM,
Seni Musik 3 Untuk Kelas 3 SMP,Text,,,Intan ,1992,,,780,Indonesia,Solo,780,,,,TIM,
Seni Musik 2,Text,,,Al-Ihsan,-,,,780,Indonesia,Surabaya,780,,,,TIM,
Seni Musik 3,Text,,,Al-Ihsan,-,,,780,Indonesia,Surabaya,780,,,,TIM,
Pelajaran Seni Musik 1Untuk SMP Kelas 1,Text,,,Widya Duta,-,,,780,Indonesia,Surakarta,780,,,,L. Hadigunawan dkk,
Pelajaran Seni Musik 2 Untuk SMP Kelas 2,Text,,,Widya Duta,-,,,780,Indonesia,Surakarta,780,,,,L. Hadigunawan dkk,
Pelajaran Seni Musik 3 Untuk SMP Kelas 3,Text,,,Widya Duta,-,,,780,Indonesia,Surakarta,780,,,,L. Hadigunawan dkk,
Seni Musik  Untuk Kelas 1 SMP,Text,,,Intan ,-,,,780,Indonesia,Klaten,780,,,,TIM,
Seni Musik 2 Untuk Kelas 2 SMP,Text,,,Intan ,-,,,780,Indonesia,Klaten,780,,,,TIM,
Seni Musik Untuk Kelas 3 SMP,Text,,,Intan ,-,,,780,Indonesia,Klaten,780,,,,TIM,
Pendidikna Seni Musik Untuk SLTP Jilid 2,Text,,,Erlangga,1995,,,780,Indonesia,Jakarta,780,,,,YF. Waruwu,
Saya Dapat Menyanyi : Teori Seni Musik 2,Text,,,Karunia,-,,,780,Indonesia,Surabaya,780,,,,M. Roeslan Effendy,
Lagu Mars Wajib Belajar Pendidikan Dasar 9 Tahun,Text,,,-,1992,,,782.4,Indonesia,-,782.4,,,,TIM,
Yamaha Guitar Course Fundamesntals,Text,,,-,-,,,780,Indonesia,-,780,,,,Tadashi Koizumi,
Pendidikan Seni Musik Buku Guru SMP,Text,,,Dikbud,1990,,,780,Indonesia,Jakarta,780,,,,M. Soeharto,
Kerajinan Tangan & Kesenian Seni Musik 1,Text,,,PT. Pabelan,1995,,,780,Indonesia,Surakarta,780,,,,"Aris Hening Prabowo,S.Pd.-dkk",
Mengenal candi,Text,,,Cypress,1983,,,726.1,Indonesia,Bandung,726.1,,,,Drs. Jacob Sumardjo,
Kerajinan Rotan,Text,,,Angkasa,1993,,,745.5,Indonesia,Bandung,745.5,,,,Soedjono BSc.,
Pelajaran Tata Busana Untuk Kelas 1 SLTP,Text,,,Tiga Serangkai,1995,,,746,Indonesia,Solo,746,,,,Dra. Hamidah H.,
Seni Menggambar SLTP Kelas 2,Text,,,Erlangga,1995,,,742,Indonesia,Jakarta,742,,,,Marianus Fau,
Mengenal Alat Dan Bahan Seni Lukis,Text,,,PT. Edumedia,1997,,,751.2,Indonesia,-,751.2,,,,Sarjuni Adi,
Seni panggung,Text,,,Gramedia,1980,,,700,Indonesia,Jakarta,700,,,,TIM,
Kerajinan Anyaman Rotan,Text,,,Nur Cahaya,1983,,,780,Indonesia,Yogyakarta,780,,,,Sigit Hartanto ,
Kastil,Text,,,,,,,722.7,Indonesia,,722.7,,,,Peter Dennis,
Aneka langgam Dan Keroncong,Text,,,Intan ,1984,,,782.4,Indonesia,Klaten,782.4,,,,Ismanto,
Saya Dapat Menyanyi : Teori Seni Musik 2,Text,,,Karunia,-,,,780,Indonesia,Surabaya,780,,,,M. Roeslan Effendy,
lagu-Lagu Untuk Sekolah Dasar Dan Lanjutan I lagu Wajib,Text,,,Musika,1992,,,782.4,Indonesia,Jakarta,782.4,,,,"Muchlis,BA",
Senandung Riang,Text,,,Sawiran,-,,,782.4,Indonesia,-,782.4,,,,TIM,
Menjadi Dirigen I : Teknik Memberi Aba-Aba,Text,,,Pusat Musik Liturgi,1975,,,780,Indonesia,Yogyakarta,780,,,,Karl Edmund Preir SJ,
Menjadi Diregen III Edisi revisi,Text,,,Pusat Musik Liturgi,1989,,,780,Indonesia,Yogyakarta,780,,,,TIM,
Belajar Membaca & Menulis NOT BALOK,Text,,,Intan ,1976,,,780,Indonesia,Klaten,780,,,,"Y. Subakdhi, B.A.",
Lagu POP Nostalgia,Text,,,Intan ,1981,,,780,Indonesia,Klaten,780,,,,"Y. Subakdhi, B.A.",
Kumpulan Nyanyian Untuk SMP 1,Text,,,Jayabaya,1975,,,782.4,Indonesia,Surabaya,782.4,,,,A.Idjono dkk,
Pendidikan Seni tari,Text,,,Dikbud,,,,792,Indonesia,Jakarta,792,,,,R.M. Wisnoe Wardhana,
Pendidikan Seni Rupa  Untuk SMP 1,Text,,,CV. Teguh Karya,1990,,,740,Indonesia,Solo,740,,,,Ario Kartono,
Pendidikan Seni Rupa  Untuk SMP 2,Text,,,CV. Teguh Karya,1990,,,740,Indonesia,Solo,740,,,,Ario Kartono,
Pendidikan Seni Rupa  Untuk SMP 3,Text,,,CV. Teguh Karya,1990,,,740,Indonesia,Solo,740,,,,Ario Kartono,
Kerajinan Tangan Dan Kesenian 1,Text,,,Tiga Serangkai,1994,,,700,Indonesia,Solo,700,,,,TIM,
Seni Rupa Untuk SLTP Kelas 1,Text,,,Erlangga,1990,,,740,Indonesia,Jakarta,740,,,,Rasjoyo,
Pendidikan Seni Rupa Untuk SMP 2,Text,,,Erlangga,1990,,,740,Indonesia,Jakarta,740,,,,Rasjoyo,
Pendidikan Seni Rupa Untuk SMP,Text,,,Erlangga,1990,,,740,Indonesia,Jakarta,740,,,,Rasjoyo,
Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 1,Text,,,Widya Duta,1999,,,740,Indonesia,Surakarta,740,,,,Eddi Sukaryono dkk,
Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 2,Text,,,Widya Duta,1999,,,740,Indonesia,Surakarta,740,,,,Eddi Sukaryono dkk,
Seni Rupa telah Disesuaikan Dengan GBPP SMP 1986 Untuk SMP Kelas 3,Text,,,Widya Duta,1999,,,740,Indonesia,Surakarta,740,,,,Eddi Sukaryono dkk,
Seni Rupa 1 Untuk Kelas 1 SMP,Text,,,Intan ,1987,,,740,Indonesia,Klaten,740,,,,Widodo B.A.,
Pendidikan Seni Rupa Untuk SMP,Text,,,Al-Ihsan,1988,,,750,Indonesia,Surabaya,750,,,,Drs. A. Haryanto,
Pendidikan Jasmani & Kesehatan Untuk kelas 2 SLTP2,Text,,,Tiga Serangkai,1994,,,796.3,Indonesia,Solo,796.3,,,,Slamet R.,
Kerajinan tangan Kesenian SLTP 3,Text,,,Bina Pustaka Tama,1996,,,700,Indonesia,Surabaya,700,,,,TIM,
Kerajinan Tangan Dan Kesenian 3A,Text,,,Yudhistira,1996,,,700,Indonesia,Jakarta,700,,,,TIM,
Kerajinan tangan Seni Rupa SLTP 3,Text,,,Bina Pustaka Tama,1996,,,700,Indonesia,Surabaya,700,,,,TIM,
Sinar X Mengenai bangunan Besar Dari Zaman Modern,Text,,,Quality Press,-,,,724,Indonesia,Jakarta,724,,,,Joanne Jessop,
Boneka Kertas Aneka Gaya,Text,,,Gramedia,2006,,,745.5,Indonesia,Jakarta,745.5,,,,Revi Devi Paat,
Sinar X Mengenai bangunan Besar Dari Zaman Dahulu,Text,,,Quality Press,-,,,720,Indonesia,Jakarta,720,,,,Jpanne Jessop,
"Tanya & Jawab Ensiklopedia Seni, Olahraga & Hiburan",Reference,,,Pakar Raya,2005,,,790,Indonesia,Bandung,790,,,,Brians Williams,
Aneka Anyaman Bambu,Text,,,Kanisius,2005,,,740,Indonesia,Yogyakarta,740,,,,Anton Gerbono,
Kreasi Kwretas Nuansa Hari Istimewa,Text,,,Gramedia,2007,,,745.5,Indonesia,Jakarta,745.5,,,,Revi Devi Paat,
Fun Game 50 Permainan ,Text,,,Penebar Swadaya,2008,,,790.1,Indonesia,Jakarta,790.1,,,,"Pepen Supendi,SP",
Estetika Sebuah Pengantar,Text,,,Masyarakat Seni Pertunjukan Indonesia,1999,,,701.1,Indonesia,Bandung,701.1,,,,A.A.M. Djelantik,
Kisah Dinasti Bharata  Leluhur Dan Masa Muda Pandawa Kurawa,Text,,,Widya Duta,2000,,,791.5,Indonesia,Surakarta,791.5,,,,Soegiyanto,
Kisah Dinasti Bharata 2,Text,,,Widya Duta,2000,,,791.5,Indonesia,Surakarta,791.5,,,,Soegiyanto,
Kisah Dinasti Bharata 3,Text,,,Widya Duta,2000,,,791.5,Indonesia,Surakarta,791.5,,,,Soegiyanto,
Kisah Dinasti Bharata 4,Text,,,Widya Duta,2000,,,791.5,Indonesia,Surakarta,791.5,,,,Soegiyanto,
Kisah Dinasti Bharata 5,Text,,,Widya Duta,2000,,,791.5,Indonesia,Surakarta,791.5,,,,Soegiyanto,
Aneka Kreasi Anyaman Rotan,Text,,,Andi,2017,,,745.5,Indonesia,Yogyakarta,745.5,,,,Evi Miskiyah,
Aneka Kreasi Pola Rajut,Text,,,Andi,2017,,,745,Indonesia,Yogyakarta,745,,,,Marvelly Marta Widada,
Classic Guitar Course..1,Text,,,Yamaha Music Foundation,1974,,,785,Inggris,Japan,785,,,,T. Koizumi,
Ketrampilan Tripleks 1,Text,,,PT. Mandira,1985,,,745.5,Indonesia,Semarang,745.5,,,,TIM,
Kerajinan dari Tripleks,Text,,,Masa Baru,1976,,,745.5,Indonesia,Jakarta,745.5,,,,drs. A. Chaniago-dkk,
Stadion Olahraga,Text,,,Tiga Serangkai,,,,725.8,Indonesia,Solo,725.8,,,,Elizabeth Encarnacion,
Dasar-dasar Permainan Futsal,Text,,,Kawan Pustaka,2006,,,796.3,Indonesia,Jakarta,796.3,,,,Murhannanto,
Saya Dapat Menyanyi  Teori Seni Suara III,Text,,,CV. Karunia,-,,,780,Indonesia,Surabaya,780,,,,TIM,
Fisika Batik,Text,,,Gramedia,2009,,,746,Indonesia,Jakarta,746,,,,TIM,
manipulasi Foto Kreatif,Text,,,Kompas Gramedia,-,,,710,Indonesia,Jakarta,710,,,,TIM,
The Pillow Book,Text,,,-,1975,,,745,Inggris,-,745,,,,Maureen Burgess,
The Knot HandBook,Text,,,Islan Books,2004,,,746.4,Indonesia,-,746.4,,,,Maria Constantino,
Fotografi Potret,Text,,,Andi,,,,770,Indonesia,Yogyakarta,770,,,,Umang,
Lagu-Lagu Untuk Sekolah lanjutan IIIB,Text,,,-,1988,,,781.8,Indonesia,-,781.8,,,,"Muchlis,BA",
Permainan Anak-Anak Daerah Lampung,Text,,,Dikbud,1983,,,793.8,Indonesia,Jakarta,793.8,,,,TIM,
Brazillian Football And Their Enemies,Text,,,PT. Elex Media Komputindo,2014,,,796.3,Indonesia,Jakarta,796.3,,,,TIM,
Evaluasi Pendidikan OlahRaga Dan Kesehatan Untuk SMP 3,Text,,,Intan ,1983,,,700,Indonesia,Solo,700,,,,"Agung Mulia, B.A.",
Warta Musik,Text,,,-,-,,,780,Indonesia,-,780,,,,TIM,
Pengetahuan Olah raga,Text,,,CV. Karunia,-,,,700,Indonesia,Surabaya,700,,,,Drs. R. Soedono Notoadiwidjojo,
Menjelajahi Dan Mempelajari Era Bangsa-bangsa Di Dunia,Text,,,Pakar Raya,2006,,,702,Indonesia,Bandung,702,,,,Sally Hewit-dkk,
Melukis Dengan Cat Air,Text,,,Karisma Publishing,2007,,,758,Indonesia,Tangerang,758,,,,William Newton,
Mari Membuat Film Edisi Kedua,Text,,,Erlangga,,,,778,Indonesia,,778,,,,Heru Effendy,
Kreasi Cantik  Kulit Imitasi,Text,,,Kawan Pustaka,2011,,,745.5,Indonesia,Surabaya,745.5,,,,Monica Harijati ,
WR. SUPRATMAN,Text,,,PT. Elex Media Komputindo,2006,,,741.3,Indonesia,Jakarta,741.3,,,,TIM,
Untuk Apakah Kastil Itu ?,Text,,,Pakar Raya,2009,,,725,Indonesia,Bandung,725,,,,,
Bermain Sambil Berpikir 3,Text,,,Dioma,2010,,,793.7,Indonesia,malang,793.7,,,,Sistoyo,
Wayang Sebagai Akulturasi Budaya Yang Asik,Text,,,,,,,701.53,Indonesia,,701.53,,,,"Prof Dr. H. paiman Raharjo, M.Si",
OlahRaga Teknik & Program Latihan,Text,,,Akademika Pressindo,1984,,,796,Indonesia,Jakarta,796,,,,Engkos Kosasih,
Teka-Teki Petualangan Dr. Ecco,Text,,, Shasha ,,,,292,Indonesia,,292,,,,Dennis,
Pendidikan Seni Teater Buku Guru SMP,Text,,,Dikbud,,,,792,Indonesia,Jakarta,792,,,,Yahya Ganda,
Bidik P5 Proyek Penguatan Profil Pelajar Pancasila Untuk SMP/MTs Kelas IX : Bangunlah Jiwa Dan Raganya,Text,,,Erlangga,2023,,,796.44,Indonesia,Jakarta,796.44,,,,Ernika Sondang -DKK,
Jalan-Jalan K-POP,Text,,,GagasMedia,2012,,,790,Indonesia,Jakarta,790,,,,TIM,
Menjadi Dirigen II: Membina Paduam Suara,Text,,,Pusat Musik Liturgi,2006,,,783,Indonesia,Yogyakarta,783,,,,TIM,
Kambanglah Bungo,Text,,,Pusta Musik Liturgi,1985,,,,Indonesia,Yogyakarta,,,,,Paul Widyawan,
Terampil Bermain Drama,Text,,,Grasindo,2002,,,812,Indonesia,Jakarta,812,,,,Asul Wiyanto,
Kebijakan Dalam 1001 Pantun,Text,,,Buku Kompas,2007,,,811,Indonesia,Jakarta,811,,,,John Gawa,
Puisi Dan Metodologi Pengajaraanya,Text,,,Nusa Indah,1980,,,811,Indonesia,Ende-Flores,811,,,,Drs. B.P. Situmorang,
Trilogi Hikmah Abadi,Text,,,Pustaka Pelajar,1999,,,890,Indonesia,Yogyakarta,890,,,,Kahlil Gibran,
100 cara Mudah Agar Diskusi Meriah,Text,,,Andi,1999,,,808.5,Indonesia,Yogyakarta,808.5,,,,John Buckeridge,
Komedi Indonesia Tahun 2000 Plus,Text,,,Grasindo,1996,,,817,Indonesia,Jakarta,817,,,,Arwah Setiawan,
Cintai Wanita Dari hatinya …,Text,,,Buku Biru,2010,,,809,Indonesia,Yogyakarta,809,,,,Kahlil Gibran,
K-POP Salah gaul,Text,,,WahyuMedia,2013,,,800,Indonesia,Jakarta,800,,,,TIM,
bahasa Estetika Postmodernrisme,Text,,,Kolibri,2006,,,811,Indonesia,Jakarta,811,,,,Refly,
Jadi Penulis Fiksi ? Gampang Kog!,Text,,,Andi,2007,,,802.02,Indonesia,Yogyakarta,802.02,,,,Ari Wulandari,
First Step To Be A Writer,Text,,,Cakrawala,2006,,,808.02,Indonesia,Yogyakarta,808.02,,,,Dharmo Budi Suseno,
membangun Tokoh,Text,,,KPG,2008,,,808.2,Indonesia,Jakarta,808.2,,,,Constantin Stanislavski,
Sudut Istana,Text,,,Sheila,2019,,,814,Indonesia,Yogyakarta,814,,,,Sukardi Rinakit,
Mari membaca Syair,Text,,,Erlangga,2017,,,808.1,Indonesia,Jakarta,808.1,,,,Umar Igiasi,
I Survived Because My Life Is So Precious,Text,,,Sheila,2013,,,809,Indonesia,Yogyakarta,809,,,,TIM,
Apresiasi Puisi Remaja ,Text,,,Grasindo,2002,,,811,Indonesia,Jakarta,811,,,,Riris K. Toha-Sarumpaet,
Sastra Indonesia Lengkap ,Text,,,Hi-Fest Puslishing,2008,,,810,Indonesia,Jakarta,810,,,,"Binar Agni, S.Si",
Penembak Misterius,Text,,,Galang Press,1999,,,813,Indonesia,Yogyakarta,813,,,,Seno Gumira Ajidarma,
Layla Majnun Roman Cinta Paling Populer & Abadi,Text,,,Navila,2010,,,810,Indonesia,Yogyakarta,810,,,,Syaikh Nizami,
Kado Istimewa,Text,,,Kompas,1992,,,809,Indonesia,Jakarta,809,,,,TIM,
Filosofi Kopi,Text,,,GagasMedia,2006,,,818,Indonesia,Jakarta,818,,,,Dee,
Kastalia,Text,,,Pustaka Jaya,1997,,,811,Indonesia,Jakarta,811,,,,Dodong Djiwapradja,
Wayang Inderaloka Jatayu,Text,,,Sheila,2013,,,808,Indonesia,Yogyakarta,808,,,,Yolla Miranda,
Terampil Pidato,Text,,,Grasindo,2001,,,815,Indonesia,Jakarta,815,,,,Asul Wiyanto,
"Yuk, Menulis! Diary,Puisi, & Cerita Fiksi",Text,,,G.Media,2011,,,809,Indonesia,Yogyakarta,809,,,,Aveus Har,
20 Cerpen Indonesia terbaik 2009,Text,,,Gramedia,2009,,,813,Indonesia,Jakarta,813,,,,TIM,
Doa Untuk Anak Cucu,Text,,,Bentang,2013,,,811,Indonesia,Yogyakarta,811,,,, W.S. Rendra,
50 Ide Drama Untuk Memeriahkan Berbagai Acara,Text,,,Andi,2002,,,812,Indonesia,Yogyakarta,812,,,,Nei Pugmire,
Teori Dan Apresiasi Pyuisi,Text,,,Erlangga,1987,,,808.1,Indonesia,Jakarta,808.1,,,,Herman J. Waluyo,
Ringkasan Dan Ulasan Novel Indonesia Modern,Text,,,Grasindo,1992,,,810,Indonesia,Jakarta,810,,,,TIM,
Olenka ,Text,,,Balai Pustaka,1983,,,813,Indonesia,Jakarta,813,,,,Budi Darma,
Jantung Lebah ratu,Text,,,Gramedia,2008,,,811,Indonesia,Jakarta,811,,,,Nirwan Dewanto,
Pengarang Indonesia Dan Duniannya,Text,,,Gramedia,1983,,,809,Indonesia,Jakarta,809,,,,H.B. Jassin,
Ramalan jayabaya (Bagian akhir),Text,,,Vision 03,2008,,,808.8,Indonesia,Depok,808.8,,,,Suwidi Tono,
Percobaan SETIA,Text,,,Balai Pustaka,1997,,,813,Indonesia,Jakarta,813,,,,Suman HS,
Setanggi Timur ,Text,,,Dian Rakyat,1959,,,811,Indonesia,Jakarta,811,,,,Amir hamzah,
Regol Megal Megol,Text,,,Andi,1993,,,814,Indonesia,Yogyakarta,814,,,,Linus Suryadi AC,
Cindur Mata,Text,,,Balai Pustaka,1951,,,819,Indonesia,Jakarta,819,,,,A. Dt. Madjoindo,
Bhagawad-Gita,Text,,,Dian Rakyat,1981,,,811,Indonesia,Jakarta,811,,,,Amir hamzah,
Membaca Dan Menilai Sastra,Text,,,Gramedia,1983,,,808,Indonesia,Jakarta,808,,,,A. Teeuw,
Pada Sebuah Beranda ,Text,,,Jalansutra,2003,,,808,Indonesia,Jakarta,808,,,,Bondan Winarno,
Sang Kekasih,Text,,,Pustaka Pelajar,1999,,,811,Indonesia,Yogyakarta,811,,,,Kahlil Gibran,
Sayap-Sayap Patah,Text,,,Navila,2010,,,809,Indonesia,Yogyakarta,809,,,,Kahlil Gibran,
Rindu Kelana,Text,,,Grasindo,1994,,,811,Indonesia,Jakarta,811,,,,Sitor Situmorang,
Iwan Simatupang Pembaharu Sastra Indonesia,Text,,,Yayasan Arus,1985,,,802,Indonesia,Jakarta,802,,,,"Korrie Layun Rampan, Ed.",
Pranata mangsa Seri Lawasan,Text,,,KPG,2011,,,805,Indonesia,Jakarta,805,,,,,
Pengantar Ilmu Sastra,Text,,,Gramedia,1986,,,800,Indonesia,Jakarta,800,,,,jan Van Luxemburg,
Di Persimpangan Jalan ,Text,,,Balai Pustaka,1982,,,813,Indonesia,Jakarta,813,,,,A.D. Donggo,
Aku Ini Binatang Jalang,Text,,,Gramedia,2007,,,811,Indonesia,Jakarta,811,,,,Chairil Anwar,
Deru Campur Debu,Text,,,Dian Rakyat,1993,,,811,Indonesia,Jakarta,811,,,,Chairil Anwar,
Kerikil Tajan dan Yang Terampas dan Yang Putus,Text,,,Dian Rakyat,1985,,,811,Indonesia,Jakarta,811,,,,Chairil Anwar,
Chairil Anwar Pelopor Angkatan 45,Text,,,Gunung Agung,1956,,,808.1,Indonesia,Jakarta,808.1,,,,H.B. Jassin,
Ballada Orang-Orang Tercinta,Text,,,Pustaka Jaya,1986,,,811,Indonesia,Jakarta,811,,,,Rendra,
Sajak-Sajak Sepatu Tua,Text,,,Pustaka Jaya,1935,,,811,Indonesia,Jakarta,811,,,,Rendra,
Langit Dan Bulan Sahabat Kami,Text,,,Gramedia,1990,,,813,Indonesia,Jakarta,813,,,,Nh. Dini,
Sebuah Lorong Di Kotaku,Text,,,Gramedia,1991,,,808.3,Indonesia,Jakarta,808.3,,,,Nh. Dini,
Padang Oilalang Di Belakang Rumah,Text,,,Gramedia,1991,,,88.3,Indonesia,Jakarta,88.3,,,,Nh. Dini,
Dag Dig Dug,Text,,,Balai Pustaka,1986,,,808.2,Indonesia,Jakarta,808.2,,,,Putu Wijaya,
Padamu Jua,Text,,,Grasindo,2000,,,808.3,Indonesia,Jakarta,808.3,,,,Amir hamzah,
Kumpulan Cerita Pendek,Text,,,Pantja Simpati,1986,,,808,Indonesia,Jakarta,808,,,,Anton Chekov,
Anang Bingking Orang Banjar,Text,,,Grasindo,2003,,,817,Indonesia,Jakarta,817,,,,Wahyudinnor H.M,
Azab Dan sengsara,Text,,,B,1927,,,813,Indonesia,Jakarta,813,,,,Merari Siregar,
Buah Rindu,Text,,,Dian Rakyat,1992,,,811,Indonesia,Jakarta,811,,,,Amir hamzah,
STASIUN,Text,,,Metafor,2004,,,813,Indonesia,Jakarta,813,,,,Putu Wijaya,
Kesusasteraan Indonesia Di Masa Jepang,Text,,,Balai Pustaka,1985,,,808.8,Indonesia,Jakarta,808.8,,,,H.B. Jassin,
Sastra Nusantara,Text,,,Ghalia Indonesia,1984,,,899,Indonesia,Jakarta,899,,,,Drs. Bakar Hatta,
Roman Dalam Masa Kesussasteraan Indonesia Modern,Text,,,Erlangga,1983,,,802,Indonesia,Jakarta,802,,,,Dra. Aning Retnaningsih,
Indonesia dan Belanda Dalam Sastra: Kian Kemari ,Text,,,Djambatan,1973,,,800,Indonesia,Jakarta,800,,,,TIM,
Si Kabayan Manusia  Lucu,Text,,,Grasindo,1997,,,813,Indonesia,Jakarta,813,,,,Achdiat K. Mihardja,
Nyanyi Sunyi,Text,,,Dian Rakyat,1935,,,811,Indonesia,Jakarta,811,,,,Amir hamzah,
Hikayat Putri Penelope,Text,,,Balai Pustaka,1986,,,813,Indonesia,Jakarta,813,,,,Idrus,
Sabah Nan Aluih,Text,,,Balai Pustaka,1990,,,808.1,Indonesia,Jakarta,808.1,,,,Tulis Sutan Sati,
Cinta Dan Kewajiban,Text,,,Balai Pustaka,2000,,,813,Indonesia,Jakarta,813,,,,L. Wairata Dan N. St.Iskandar,
Kisah Dua Kota,Text,,,PT. Pantja Simpati,1985,,,813,Indonesia,Jakarta,813,,,,Charles Dickens,
Kalau Tak Untung ,Text,,,Balai Pustaka,1969,,,813,Indonesia,Jakarta,813,,,,Selasih,
Mekar Karena Memar,Text,,,Balai Pustaka,1985,,,813,Indonesia,Jakarta,813,,,,Alex L. Tobing,
Berkelana Dalam Rimba,Text,,,Pustaka Jaya,1980,,,813,Indonesia,Bandung,813,,,,Mochtar Lubis,
Sebuah Kejutan,Text,,,Sinar Harapan,1981,,,813,Indonesia,Jakarta,813,,,,Leila S. Chudori,
KERING,Text,,,Gunung Agung,1985,,,813,Indonesia,Jakarta,813,,,,Iwan Simatupang,
Robohnya Surau Kami,Text,,,Gramedia,1988,,,813,Indonesia,Jakarta,813,,,,A.A. Navis,
Hikajat Kalilah Dan Dimnah,Text,,,Balai Pustaka,1971,,,810,Indonesia,Jakarta,810,,,,Baidaba,
Keretakan Ketegangan ,Text,,,Balai Pustaka,1972,,,810,Indonesia,Jakarta,810,,,,Achdiat K. Mihardja,
Si jamin Dan Si Johan,Text,,,Balai Pustaka,1984,,,813,Indonesia,Jakarta,813,,,,Merari Siregar,
